DEPT,SSTVD,Z,GGKP
3480.2064,2150.42898089996,-2150.42898089996,2.54
3480.3588,2150.52395624405,-2150.52395624405,2.52
3480.5112,2150.61893158813,-2150.61893158813,2.46
3480.6636,2150.71390693221,-2150.71390693221,2.41
3480.816,2150.8088822763,-2150.8088822763,2.41
3480.9684,2150.90385762038,-2150.90385762038,2.45
3481.1208,2150.99883296446,-2150.99883296446,2.49
3481.2732,2151.09380830854,-2151.09380830854,2.54
3481.4256,2151.18878365263,-2151.18878365263,2.55
3481.578,2151.28375899671,-2151.28375899671,2.53
3481.7304,2151.37873434079,-2151.37873434079,2.53
3481.8828,2151.47370968487,-2151.47370968487,2.54
3482.0352,2151.56868502896,-2151.56868502896,2.55
3482.1876,2151.66368843973,-2151.66368843973,2.56
3482.34,2151.75874708203,-2151.75874708203,2.58
3482.4924,2151.85380572432,-2151.85380572432,2.62
3482.6448,2151.94886436662,-2151.94886436662,2.61
3482.7972,2152.04392300892,-2152.04392300892,2.58
3482.9496,2152.13898165122,-2152.13898165122,2.6
3483.102,2152.23404029352,-2152.23404029352,2.61
3483.2544,2152.32909893581,-2152.32909893581,2.59
3483.4068,2152.42415757811,-2152.42415757811,2.57
3483.5592,2152.51921622041,-2152.51921622041,2.55
3483.7116,2152.61427486271,-2152.61427486271,2.54
3483.864,2152.70933350501,-2152.70933350501,2.54
3484.0164,2152.8043921473,-2152.8043921473,2.54
3484.1688,2152.8994507896,-2152.8994507896,2.53
3484.3212,2152.9945094319,-2152.9945094319,2.52
3484.4736,2153.08956867483,-2153.08956867483,2.57
3484.626,2153.18471053127,-2153.18471053127,2.61
3484.7784,2153.27985238772,-2153.27985238772,2.62
3484.9308,2153.37499424417,-2153.37499424417,2.63
3485.0832,2153.47013610061,-2153.47013610061,2.66
3485.2356,2153.56527795706,-2153.56527795706,2.65
3485.388,2153.66041981351,-2153.66041981351,2.63
3485.5404,2153.75556166996,-2153.75556166996,2.59
3485.6928,2153.8507035264,-2153.8507035264,2.56
3485.8452,2153.94584538285,-2153.94584538285,2.55
