DEPT,SSTVD,Z,GGKP
3149.9556,2152.7938217557,-2152.7938217557,2.4
3150.108,2152.91819824971,-2152.91819824971,2.4
3150.2604,2153.04257474372,-2153.04257474372,2.4
3150.4128,2153.16695123773,-2153.16695123773,2.38
3150.5652,2153.29132773175,-2153.29132773175,2.35
3150.7176,2153.41570422576,-2153.41570422576,2.35
3150.87,2153.54008071977,-2153.54008071977,2.36
3151.0224,2153.66445721378,-2153.66445721378,2.37
3151.1748,2153.7888337078,-2153.7888337078,2.35
3151.3272,2153.91321020181,-2153.91321020181,2.35
3151.4796,2154.03758669582,-2154.03758669582,2.36
3151.632,2154.16197663973,-2154.16197663973,2.37
3151.7844,2154.28637426534,-2154.28637426534,2.38
3151.9368,2154.41077189096,-2154.41077189096,2.39
3152.0892,2154.53516951657,-2154.53516951657,2.38
3152.2416,2154.65956714218,-2154.65956714218,2.36
3152.394,2154.78396476779,-2154.78396476779,2.37
3152.5464,2154.9083623934,-2154.9083623934,2.39
3152.6988,2155.03276001901,-2155.03276001901,2.4
3152.8512,2155.15715764462,-2155.15715764462,2.4
3153.0036,2155.28155527023,-2155.28155527023,2.42
3153.156,2155.40595289584,-2155.40595289584,2.42
3153.3084,2155.53035052145,-2155.53035052145,2.39
3153.4608,2155.65474814706,-2155.65474814706,2.4
3153.6132,2155.77914577267,-2155.77914577267,2.4
3153.7656,2155.90354339829,-2155.90354339829,2.37
3153.918,2156.02796067121,-2156.02796067121,2.36
3154.0704,2156.15237942029,-2156.15237942029,2.35
3154.2228,2156.27679816937,-2156.27679816937,2.34
3154.3752,2156.40121691844,-2156.40121691844,2.34
3154.5276,2156.52563566752,-2156.52563566752,2.33
3154.68,2156.6500544166,-2156.6500544166,2.3
3154.8324,2156.77447316568,-2156.77447316568,2.29
3154.9848,2156.89889191475,-2156.89889191475,2.33
3155.1372,2157.02331066383,-2157.02331066383,2.33
3155.2896,2157.14772941291,-2157.14772941291,2.33
3155.442,2157.27214816198,-2157.27214816198,2.34
3155.5944,2157.39656691106,-2157.39656691106,2.35
3155.7468,2157.52098566014,-2157.52098566014,2.36
3155.8992,2157.64540440921,-2157.64540440921,2.36
3156.0516,2157.76982788292,-2157.76982788292,2.39
3156.204,2157.89426774733,-2157.89426774733,2.39
3156.3564,2158.01870761173,-2158.01870761173,2.39
3156.5088,2158.14314747614,-2158.14314747614,2.39
3156.6612,2158.26758734055,-2158.26758734055,2.39
3156.8136,2158.39202720496,-2158.39202720496,2.4
3156.966,2158.51646706937,-2158.51646706937,2.41
3157.1184,2158.64090693378,-2158.64090693378,2.41
3157.2708,2158.76534679819,-2158.76534679819,2.41
3157.4232,2158.8897866626,-2158.8897866626,2.4
3157.5756,2159.014226527,-2159.014226527,2.39
3157.728,2159.13866639141,-2159.13866639141,2.38
3157.8804,2159.26310625582,-2159.26310625582,2.37
3158.0328,2159.38754612023,-2159.38754612023,2.36
3158.1852,2159.51198598464,-2159.51198598464,2.37
3158.3376,2159.63643676967,-2159.63643676967,2.39
3158.49,2159.76089774127,-2159.76089774127,2.36
3158.6424,2159.88535871288,-2159.88535871288,2.34
3158.7948,2160.00981968448,-2160.00981968448,2.34
3158.9472,2160.13428065609,-2160.13428065609,2.36
3159.0996,2160.25874162769,-2160.25874162769,2.38
3159.252,2160.3832025993,-2160.3832025993,2.36
3159.4044,2160.5076635709,-2160.5076635709,2.33
3159.5568,2160.63212454251,-2160.63212454251,2.34
3159.7092,2160.75658551411,-2160.75658551411,2.34
3159.8616,2160.88104648572,-2160.88104648572,2.33
3160.014,2161.00550745732,-2161.00550745732,2.33
3160.1664,2161.12996842893,-2161.12996842893,2.33
3160.3188,2161.25442940053,-2161.25442940053,2.34
3160.4712,2161.37889037214,-2161.37889037214,2.39
3160.6236,2161.50339569582,-2161.50339569582,2.45
3160.776,2161.62791135397,-2161.62791135397,2.47
3160.9284,2161.75242701212,-2161.75242701212,2.49
3161.0808,2161.87694267027,-2161.87694267027,2.49
3161.2332,2162.00145832842,-2162.00145832842,2.46
3161.3856,2162.12597398657,-2162.12597398657,2.4
3161.538,2162.25055430133,-2162.25055430133,2.37
3161.6904,2162.37515813548,-2162.37515813548,2.37
3161.8428,2162.49976196963,-2162.49976196963,2.36
3161.9952,2162.62436580377,-2162.62436580377,2.33
3162.1476,2162.74896963792,-2162.74896963792,2.33
3162.3,2162.87357347206,-2162.87357347206,2.36
3162.4524,2162.99823501284,-2162.99823501284,2.42
3162.6048,2163.12292687992,-2163.12292687992,2.5
3162.7572,2163.24761874699,-2163.24761874699,2.55
3162.9096,2163.37231061407,-2163.37231061407,2.58
3163.062,2163.49700248115,-2163.49700248115,2.57
3163.2144,2163.62169434823,-2163.62169434823,2.52
3163.3668,2163.74643699415,-2163.74643699415,2.43
3163.5192,2163.871216751,-2163.871216751,2.38
3163.6716,2163.99599650784,-2163.99599650784,2.37
3163.824,2164.12077626469,-2164.12077626469,2.4
3163.9764,2164.24555602154,-2164.24555602154,2.47
3164.1288,2164.37033577839,-2164.37033577839,2.49
3164.2812,2164.4951594085,-2164.4951594085,2.42
3164.4336,2164.62002691185,-2164.62002691185,2.35
3164.586,2164.74489441521,-2164.74489441521,2.35
3164.7384,2164.86976191857,-2164.86976191857,2.29
3164.8908,2164.99462942192,-2164.99462942192,2.2
3165.0432,2165.11949692528,-2165.11949692528,2.38
3165.1956,2165.24440141854,-2165.24440141854,2.59
3165.348,2165.36935652504,-2165.36935652504,2.61
3165.5004,2165.49431163154,-2165.49431163154,2.59
3165.6528,2165.61926673804,-2165.61926673804,2.58
3165.8052,2165.74422184454,-2165.74422184454,2.52
3165.9576,2165.86917695103,-2165.86917695103,2.43
3166.11,2165.99416218636,-2165.99416218636,2.41
3166.2624,2166.11920475253,-2166.11920475253,2.42
3166.4148,2166.24424731871,-2166.24424731871,2.41
3166.5672,2166.36928988488,-2166.36928988488,2.41
3166.7196,2166.49433245106,-2166.49433245106,2.45
3166.872,2166.61937501723,-2166.61937501723,2.46
3167.0244,2166.74444087343,-2166.74444087343,2.41
3167.1768,2166.86957075572,-2166.86957075572,2.39
3167.3292,2166.994700638,-2166.994700638,2.44
3167.4816,2167.11983052028,-2167.11983052028,2.48
3167.634,2167.24496040257,-2167.24496040257,2.55
3167.7864,2167.37009028485,-2167.37009028485,2.6
