DEPT,SSTVD,Z,GGKP
2616.5556,2141.66259882285,-2141.66259882285,2.32
2616.708,2141.78995031887,-2141.78995031887,2.34
2616.8604,2141.91730181489,-2141.91730181489,2.33
2617.0128,2142.04465331091,-2142.04465331091,2.33
2617.1652,2142.17202983165,-2142.17202983165,2.31
2617.3176,2142.29947619751,-2142.29947619751,2.33
2617.47,2142.42692256336,-2142.42692256336,2.33
2617.6224,2142.55436892922,-2142.55436892922,2.35
2617.7748,2142.68181529507,-2142.68181529507,2.38
2617.9272,2142.80926166093,-2142.80926166093,2.36
2618.0796,2142.93670802679,-2142.93670802679,2.36
2618.232,2143.06415439264,-2143.06415439264,2.36
2618.3844,2143.1916007585,-2143.1916007585,2.36
2618.5368,2143.31904712435,-2143.31904712435,2.34
2618.6892,2143.44649349021,-2143.44649349021,2.36
2618.8416,2143.57393985606,-2143.57393985606,2.36
2618.994,2143.70138622192,-2143.70138622192,2.37
2619.1464,2143.82883258778,-2143.82883258778,2.35
2619.2988,2143.95627895363,-2143.95627895363,2.34
2619.4512,2144.08377748757,-2144.08377748757,2.34
2619.6036,2144.21128945092,-2144.21128945092,2.35
2619.756,2144.33880141426,-2144.33880141426,2.35
2619.9084,2144.46631337761,-2144.46631337761,2.34
2620.0608,2144.59382534095,-2144.59382534095,2.34
2620.2132,2144.7213373043,-2144.7213373043,2.36
2620.3656,2144.84884926764,-2144.84884926764,2.35
2620.518,2144.97639600083,-2144.97639600083,2.36
2620.6704,2145.1039443829,-2145.1039443829,2.38
2620.8228,2145.23149276496,-2145.23149276496,2.38
2620.9752,2145.35904114703,-2145.35904114703,2.37
2621.1276,2145.48658952909,-2145.48658952909,2.39
2621.28,2145.61413791116,-2145.61413791116,2.37
2621.4324,2145.74169044803,-2145.74169044803,2.35
2621.5848,2145.86927522045,-2145.86927522045,2.34
2621.7372,2145.99685999288,-2145.99685999288,2.36
2621.8896,2146.1244447653,-2146.1244447653,2.36
2622.042,2146.25202953773,-2146.25202953773,2.37
2622.1944,2146.37961431015,-2146.37961431015,2.39
2622.3468,2146.50719908257,-2146.50719908257,2.37
2622.4992,2146.63479380444,-2146.63479380444,2.35
2622.6516,2146.76241493885,-2146.76241493885,2.35
2622.804,2146.89003607327,-2146.89003607327,2.33
2622.9564,2147.01765720768,-2147.01765720768,2.32
2623.1088,2147.14527834209,-2147.14527834209,2.35
2623.2612,2147.2728994765,-2147.2728994765,2.34
2623.4136,2147.40052061092,-2147.40052061092,2.34
2623.566,2147.52815748036,-2147.52815748036,2.34
2623.7184,2147.65581494838,-2147.65581494838,2.35
2623.8708,2147.78347241641,-2147.78347241641,2.34
2624.0232,2147.91112988443,-2147.91112988443,2.35
2624.1756,2148.03878735246,-2148.03878735246,2.32
2624.328,2148.16644482048,-2148.16644482048,2.33
2624.4804,2148.29410228851,-2148.29410228851,2.3
2624.6328,2148.42178126809,-2148.42178126809,2.23
2624.7852,2148.54947504134,-2148.54947504134,2.18
2624.9376,2148.67716881459,-2148.67716881459,2.34
2625.09,2148.80486258784,-2148.80486258784,2.56
2625.2424,2148.93255636109,-2148.93255636109,2.54
2625.3948,2149.06025013434,-2149.06025013434,2.5
2625.5472,2149.18794390759,-2149.18794390759,2.45
2625.6996,2149.31566495988,-2149.31566495988,2.41
2625.852,2149.44339500996,-2149.44339500996,2.49
2626.0044,2149.57112506005,-2149.57112506005,2.53
2626.1568,2149.69885511013,-2149.69885511013,2.51
2626.3092,2149.82658516021,-2149.82658516021,2.55
2626.4616,2149.9543152103,-2149.9543152103,2.53
2626.614,2150.08204526038,-2150.08204526038,2.49
2626.7664,2150.20980834791,-2150.20980834791,2.5
2626.9188,2150.33757464642,-2150.33757464642,2.56
2627.0712,2150.46534094494,-2150.46534094494,2.58
2627.2236,2150.59310724345,-2150.59310724345,2.58
2627.376,2150.72087354196,-2150.72087354196,2.58
2627.5284,2150.84863984048,-2150.84863984048,2.61
